Uniprot	GN	PN	Strain	Factor	median.k	mad.k
A6X935	Itih4	Inter alpha-trypsin inhibitor, heavy chain 4 (ITI heavy chain H4) (ITI-HC4) (Inter-alpha-inhibitor heavy chain 4)	dba	iso	2.628125	3.6051509466
A6X935	Itih4	Inter alpha-trypsin inhibitor, heavy chain 4 (ITI heavy chain H4) (ITI-HC4) (Inter-alpha-inhibitor heavy chain 4)	fvb	ctrl	1.9953125	0.2374480269
A6X935	Itih4	Inter alpha-trypsin inhibitor, heavy chain 4 (ITI heavy chain H4) (ITI-HC4) (Inter-alpha-inhibitor heavy chain 4)	fvb	iso	2.4796875	0.4604169822
A7RDN6	Rnls	Renalase (EC 1.6.3.5) (Monoamine oxidase-C) (MAO-C) (mMAO-C)	cej	ctrl	0.0397765	0.0071038779
A7RDN6	Rnls	Renalase (EC 1.6.3.5) (Monoamine oxidase-C) (MAO-C) (mMAO-C)	cej	iso	0.046216	0
B1AR13	Cisd3	CDGSH iron-sulfur domain-containing protein 3, mitochondrial (Melanoma nuclear protein 13)	aj	ctrl	0.204297	0
B1AR13	Cisd3	CDGSH iron-sulfur domain-containing protein 3, mitochondrial (Melanoma nuclear protein 13)	aj	iso	0.089307	0
B1AR13	Cisd3	CDGSH iron-sulfur domain-containing protein 3, mitochondrial (Melanoma nuclear protein 13)	balbc	ctrl	0.03407	0
B1AR13	Cisd3	CDGSH iron-sulfur domain-containing protein 3, mitochondrial (Melanoma nuclear protein 13)	balbc	iso	0.056104	0
B1AR13	Cisd3	CDGSH iron-sulfur domain-containing protein 3, mitochondrial (Melanoma nuclear protein 13)	dba	ctrl	0.042981	0
B1AR13	Cisd3	CDGSH iron-sulfur domain-containing protein 3, mitochondrial (Melanoma nuclear protein 13)	dba	iso	0.040173	0
B1AR13	Cisd3	CDGSH iron-sulfur domain-containing protein 3, mitochondrial (Melanoma nuclear protein 13)	fvb	iso	0.052136	0
B1AUE5	Pex10	Peroxisome biogenesis factor 10 (Peroxin-10) (Peroxisomal biogenesis factor 10) (Peroxisome assembly protein 10)	balbc	ctrl	0.233838	0
B1AUE5	Pex10	Peroxisome biogenesis factor 10 (Peroxin-10) (Peroxisomal biogenesis factor 10) (Peroxisome assembly protein 10)	fvb	ctrl	0.174023	0
B1AY13	Usp24	Ubiquitin carboxyl-terminal hydrolase 24 (EC 3.4.19.12) (Deubiquitinating enzyme 24) (Ubiquitin thioesterase 24) (Ubiquitin-specific-processing protease 24)	aj	ctrl	0.235303	0
B1AY13	Usp24	Ubiquitin carboxyl-terminal hydrolase 24 (EC 3.4.19.12) (Deubiquitinating enzyme 24) (Ubiquitin thioesterase 24) (Ubiquitin-specific-processing protease 24)	aj	iso	0.200146	0
B1AY13	Usp24	Ubiquitin carboxyl-terminal hydrolase 24 (EC 3.4.19.12) (Deubiquitinating enzyme 24) (Ubiquitin thioesterase 24) (Ubiquitin-specific-processing protease 24)	c57	ctrl	0.209912	0.00615278999999998
B1AY13	Usp24	Ubiquitin carboxyl-terminal hydrolase 24 (EC 3.4.19.12) (Deubiquitinating enzyme 24) (Ubiquitin thioesterase 24) (Ubiquitin-specific-processing protease 24)	c57	iso	0.141553	0
B1AY13	Usp24	Ubiquitin carboxyl-terminal hydrolase 24 (EC 3.4.19.12) (Deubiquitinating enzyme 24) (Ubiquitin thioesterase 24) (Ubiquitin-specific-processing protease 24)	cej	iso	0.365918	0
B1AY13	Usp24	Ubiquitin carboxyl-terminal hydrolase 24 (EC 3.4.19.12) (Deubiquitinating enzyme 24) (Ubiquitin thioesterase 24) (Ubiquitin-specific-processing protease 24)	dba	ctrl	0.236035	0
B1AY13	Usp24	Ubiquitin carboxyl-terminal hydrolase 24 (EC 3.4.19.12) (Deubiquitinating enzyme 24) (Ubiquitin thioesterase 24) (Ubiquitin-specific-processing protease 24)	dba	iso	0.23042	0
B1AZI6	Thoc2	THO complex subunit 2 (Tho2)	cej	ctrl	0.285474	0.295904721
B1AZI6	Thoc2	THO complex subunit 2 (Tho2)	dba	ctrl	0.24043	0
B2RQC6	Cad	CAD protein [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)]	c57	ctrl	0.206738	0
B2RQC6	Cad	CAD protein [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)]	cej	iso	0.2113765	0.1324784643
B2RQC6	Cad	CAD protein [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)]	dba	ctrl	0.406445	0
B2RQC6	Cad	CAD protein [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)]	dba	iso	0.467969	0
B2RQC6	Cad	CAD protein [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)]	fvb	ctrl	0.44209	0
B2RQC6	Cad	CAD protein [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)]	fvb	iso	0.178174	0
B2RU80	Ptprb	Receptor-type tyrosine-protein phosphatase beta (Protein-tyrosine phosphatase beta) (R-PTP-beta) (EC 3.1.3.48) (Vascular endothelial protein tyrosine phosphatase) (VE-PTP)	aj	iso	0.085706	0
B2RXC1	Trappc11	Trafficking protein particle complex subunit 11	cej	iso	1.815625	0
B2RXS4	Plxnb2	Plexin-B2	balbc	ctrl	0.199902	0.0479591448
B2RXS4	Plxnb2	Plexin-B2	c57	ctrl	0.185498	0
B2RXS4	Plxnb2	Plexin-B2	cej	ctrl	0.997266	0
B2RXS4	Plxnb2	Plexin-B2	dba	iso	0.3004885	0.1020733035
B2RXS4	Plxnb2	Plexin-B2	fvb	ctrl	0.826367	0
B2RXS4	Plxnb2	Plexin-B2	fvb	iso	0.280591	0.0150217032
B2RY56	Rbm25	RNA-binding protein 25 (RNA-binding motif protein 25)	cej	ctrl	0.316113	0
B7ZMP1	Xpnpep3	Probable Xaa-Pro aminopeptidase 3 (X-Pro aminopeptidase 3) (EC 3.4.11.9) (Aminopeptidase P3) (APP3)	aj	iso	0.082898	0
B7ZMP1	Xpnpep3	Probable Xaa-Pro aminopeptidase 3 (X-Pro aminopeptidase 3) (EC 3.4.11.9) (Aminopeptidase P3) (APP3)	balbc	ctrl	0.1071895	0.00913948769999999
B7ZMP1	Xpnpep3	Probable Xaa-Pro aminopeptidase 3 (X-Pro aminopeptidase 3) (EC 3.4.11.9) (Aminopeptidase P3) (APP3)	balbc	iso	0.104077	0.0197274756
B7ZMP1	Xpnpep3	Probable Xaa-Pro aminopeptidase 3 (X-Pro aminopeptidase 3) (EC 3.4.11.9) (Aminopeptidase P3) (APP3)	cej	ctrl	0.123975	0
B7ZMP1	Xpnpep3	Probable Xaa-Pro aminopeptidase 3 (X-Pro aminopeptidase 3) (EC 3.4.11.9) (Aminopeptidase P3) (APP3)	cej	iso	0.203076	0
B7ZMP1	Xpnpep3	Probable Xaa-Pro aminopeptidase 3 (X-Pro aminopeptidase 3) (EC 3.4.11.9) (Aminopeptidase P3) (APP3)	dba	ctrl	0.078687	0
B7ZMP1	Xpnpep3	Probable Xaa-Pro aminopeptidase 3 (X-Pro aminopeptidase 3) (EC 3.4.11.9) (Aminopeptidase P3) (APP3)	fvb	ctrl	0.085187	0.0033936714
B7ZMP1	Xpnpep3	Probable Xaa-Pro aminopeptidase 3 (X-Pro aminopeptidase 3) (EC 3.4.11.9) (Aminopeptidase P3) (APP3)	fvb	iso	0.123242	0
D3Z7P3	Gls	Glutaminase kidney isoform, mitochondrial (GLS) (EC 3.5.1.2)	aj	ctrl	0.197949	0
D3Z7P3	Gls	Glutaminase kidney isoform, mitochondrial (GLS) (EC 3.5.1.2)	aj	iso	0.139478	0
D3Z7P3	Gls	Glutaminase kidney isoform, mitochondrial (GLS) (EC 3.5.1.2)	balbc	ctrl	0.238965	0.0072395358
D3Z7P3	Gls	Glutaminase kidney isoform, mitochondrial (GLS) (EC 3.5.1.2)	balbc	iso	0.1857425	0.0372822009
D3Z7P3	Gls	Glutaminase kidney isoform, mitochondrial (GLS) (EC 3.5.1.2)	c57	iso	0.175	0
D3Z7P3	Gls	Glutaminase kidney isoform, mitochondrial (GLS) (EC 3.5.1.2)	cej	iso	0.156689	0
D3Z7P3	Gls	Glutaminase kidney isoform, mitochondrial (GLS) (EC 3.5.1.2)	dba	ctrl	0.27168	0
D3Z7P3	Gls	Glutaminase kidney isoform, mitochondrial (GLS) (EC 3.5.1.2)	dba	iso	0.210645	0
D3Z7P3	Gls	Glutaminase kidney isoform, mitochondrial (GLS) (EC 3.5.1.2)	fvb	ctrl	0.115308	0
E9Q401	Ryr2	Ryanodine receptor 2 (RYR-2) (RyR2) (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Type 2 ryanodine receptor)	aj	ctrl	0.134717	0.0331198014
E9Q401	Ryr2	Ryanodine receptor 2 (RYR-2) (RyR2) (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Type 2 ryanodine receptor)	aj	iso	0.151318	0.0374623368
E9Q401	Ryr2	Ryanodine receptor 2 (RYR-2) (RyR2) (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Type 2 ryanodine receptor)	balbc	ctrl	0.1287355	0.0321242355
E9Q401	Ryr2	Ryanodine receptor 2 (RYR-2) (RyR2) (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Type 2 ryanodine receptor)	balbc	iso	0.1375855	0.0230744451
E9Q401	Ryr2	Ryanodine receptor 2 (RYR-2) (RyR2) (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Type 2 ryanodine receptor)	c57	ctrl	0.10603	0.027509643
E9Q401	Ryr2	Ryanodine receptor 2 (RYR-2) (RyR2) (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Type 2 ryanodine receptor)	c57	iso	0.138135	0.0335719944
E9Q401	Ryr2	Ryanodine receptor 2 (RYR-2) (RyR2) (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Type 2 ryanodine receptor)	cej	ctrl	0.1239745	0.0338433102
E9Q401	Ryr2	Ryanodine receptor 2 (RYR-2) (RyR2) (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Type 2 ryanodine receptor)	cej	iso	0.13667	0.0363770736
E9Q401	Ryr2	Ryanodine receptor 2 (RYR-2) (RyR2) (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Type 2 ryanodine receptor)	dba	ctrl	0.108411	0.0201789273
E9Q401	Ryr2	Ryanodine receptor 2 (RYR-2) (RyR2) (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Type 2 ryanodine receptor)	dba	iso	0.129956	0.0291375378
E9Q401	Ryr2	Ryanodine receptor 2 (RYR-2) (RyR2) (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Type 2 ryanodine receptor)	fvb	ctrl	0.1277585	0.0346579989
E9Q401	Ryr2	Ryanodine receptor 2 (RYR-2) (RyR2) (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Type 2 ryanodine receptor)	fvb	iso	0.1389895	0.028414029
E9Q557	Dsp	Desmoplakin (DP)	aj	ctrl	0.218457	0.075649665
E9Q557	Dsp	Desmoplakin (DP)	aj	iso	0.216504	0.0523943427
E9Q557	Dsp	Desmoplakin (DP)	balbc	ctrl	0.224316	0.0676866204
E9Q557	Dsp	Desmoplakin (DP)	balbc	iso	0.1861085	0.0400872801
E9Q557	Dsp	Desmoplakin (DP)	c57	ctrl	0.208325	0.0461503728
E9Q557	Dsp	Desmoplakin (DP)	c57	iso	0.222363	0.0532090314
E9Q557	Dsp	Desmoplakin (DP)	cej	ctrl	0.220166	0.0624382164
E9Q557	Dsp	Desmoplakin (DP)	cej	iso	0.2197995	0.06560505
E9Q557	Dsp	Desmoplakin (DP)	dba	ctrl	0.202588	0.05248404
E9Q557	Dsp	Desmoplakin (DP)	dba	iso	0.235547	0.0588191898
E9Q557	Dsp	Desmoplakin (DP)	fvb	ctrl	0.185376	0.0229847478
E9Q557	Dsp	Desmoplakin (DP)	fvb	iso	0.161145	0.0272383272
E9Q634	Myo1e	Unconventional myosin-Ie (Unconventional myosin 1E)	dba	ctrl	11.3	0
E9Q634	Myo1e	Unconventional myosin-Ie (Unconventional myosin 1E)	dba	iso	0.483594	0.3272142678
E9Q8I9	Fry	Protein furry homolog	aj	ctrl	0.346387	0
E9Q8I9	Fry	Protein furry homolog	balbc	iso	0.316113	0
E9Q8I9	Fry	Protein furry homolog	cej	iso	0.377637	0
E9Q8I9	Fry	Protein furry homolog	fvb	iso	0.312695	0
G5E870	Trip12	E3 ubiquitin-protein ligase TRIP12 (EC 6.3.2.-) (Thyroid receptor-interacting protein 12) (TR-interacting protein 12) (TRIP-12)	balbc	iso	1.038281	0
G5E870	Trip12	E3 ubiquitin-protein ligase TRIP12 (EC 6.3.2.-) (Thyroid receptor-interacting protein 12) (TR-interacting protein 12) (TRIP-12)	c57	ctrl	0.431348	0
G5E870	Trip12	E3 ubiquitin-protein ligase TRIP12 (EC 6.3.2.-) (Thyroid receptor-interacting protein 12) (TR-interacting protein 12) (TRIP-12)	c57	iso	0.635938	0
G5E870	Trip12	E3 ubiquitin-protein ligase TRIP12 (EC 6.3.2.-) (Thyroid receptor-interacting protein 12) (TR-interacting protein 12) (TRIP-12)	dba	iso	0.792188	0
G5E8K5	Ank3	Ankyrin-3 (ANK-3) (Ankyrin-G)	aj	ctrl	0.172803	0.00325875480000001
G5E8K5	Ank3	Ankyrin-3 (ANK-3) (Ankyrin-G)	aj	iso	0.147656	0.0025337634
G5E8K5	Ank3	Ankyrin-3 (ANK-3) (Ankyrin-G)	balbc	ctrl	0.190259	0
G5E8K5	Ank3	Ankyrin-3 (ANK-3) (Ankyrin-G)	c57	ctrl	0.138257	0.0268306122
G5E8K5	Ank3	Ankyrin-3 (ANK-3) (Ankyrin-G)	c57	iso	0.1999025	0.0238898751
G5E8K5	Ank3	Ankyrin-3 (ANK-3) (Ankyrin-G)	cej	ctrl	0.146039	0.0558777114
G5E8K5	Ank3	Ankyrin-3 (ANK-3) (Ankyrin-G)	cej	iso	0.209668	0
G5E8K5	Ank3	Ankyrin-3 (ANK-3) (Ankyrin-G)	dba	ctrl	0.201123	0.0206318616
G5E8K5	Ank3	Ankyrin-3 (ANK-3) (Ankyrin-G)	fvb	ctrl	0.283887	0
O08528	Hk2	Hexokinase-2 (EC 2.7.1.1) (Hexokinase type II) (HK II)	aj	ctrl	0.140454	0.0304051608
O08528	Hk2	Hexokinase-2 (EC 2.7.1.1) (Hexokinase type II) (HK II)	aj	iso	0.171094	0.0390917142
O08528	Hk2	Hexokinase-2 (EC 2.7.1.1) (Hexokinase type II) (HK II)	balbc	ctrl	0.1967285	0.0334815558
O08528	Hk2	Hexokinase-2 (EC 2.7.1.1) (Hexokinase type II) (HK II)	balbc	iso	0.177197	0.0329389242
O08528	Hk2	Hexokinase-2 (EC 2.7.1.1) (Hexokinase type II) (HK II)	c57	ctrl	0.1380735	0.0356528235
O08528	Hk2	Hexokinase-2 (EC 2.7.1.1) (Hexokinase type II) (HK II)	c57	iso	0.177441	0.0825274464
O08528	Hk2	Hexokinase-2 (EC 2.7.1.1) (Hexokinase type II) (HK II)	cej	ctrl	0.1909915	0.0608103216
O08528	Hk2	Hexokinase-2 (EC 2.7.1.1) (Hexokinase type II) (HK II)	cej	iso	0.172803	0.0242523708
O08528	Hk2	Hexokinase-2 (EC 2.7.1.1) (Hexokinase type II) (HK II)	dba	ctrl	0.154614	0.0171922296
O08528	Hk2	Hexokinase-2 (EC 2.7.1.1) (Hexokinase type II) (HK II)	dba	iso	0.2055175	0.0442496796
O08528	Hk2	Hexokinase-2 (EC 2.7.1.1) (Hexokinase type II) (HK II)	fvb	ctrl	0.160474	0.0275081604
O08528	Hk2	Hexokinase-2 (EC 2.7.1.1) (Hexokinase type II) (HK II)	fvb	iso	0.15376	0.0204509844
O08529	Capn2	Calpain-2 catalytic subunit (EC 3.4.22.53) (80 kDa M-calpain subunit) (CALP80) (Calcium-activated neutral proteinase 2) (CANP 2) (Calpain M-type) (Calpain-2 large subunit) (Millimolar-calpain) (M-calpain)	aj	ctrl	0.089185	0.0342065472
O08529	Capn2	Calpain-2 catalytic subunit (EC 3.4.22.53) (80 kDa M-calpain subunit) (CALP80) (Calcium-activated neutral proteinase 2) (CANP 2) (Calpain M-type) (Calpain-2 large subunit) (Millimolar-calpain) (M-calpain)	aj	iso	0.135327	0.0258802656
O08529	Capn2	Calpain-2 catalytic subunit (EC 3.4.22.53) (80 kDa M-calpain subunit) (CALP80) (Calcium-activated neutral proteinase 2) (CANP 2) (Calpain M-type) (Calpain-2 large subunit) (Millimolar-calpain) (M-calpain)	balbc	ctrl	0.116696	0.0941102589
O08529	Capn2	Calpain-2 catalytic subunit (EC 3.4.22.53) (80 kDa M-calpain subunit) (CALP80) (Calcium-activated neutral proteinase 2) (CANP 2) (Calpain M-type) (Calpain-2 large subunit) (Millimolar-calpain) (M-calpain)	balbc	iso	0.129102	0.0521222856
O08529	Capn2	Calpain-2 catalytic subunit (EC 3.4.22.53) (80 kDa M-calpain subunit) (CALP80) (Calcium-activated neutral proteinase 2) (CANP 2) (Calpain M-type) (Calpain-2 large subunit) (Millimolar-calpain) (M-calpain)	c57	ctrl	0.107983	0.0202686246
O08529	Capn2	Calpain-2 catalytic subunit (EC 3.4.22.53) (80 kDa M-calpain subunit) (CALP80) (Calcium-activated neutral proteinase 2) (CANP 2) (Calpain M-type) (Calpain-2 large subunit) (Millimolar-calpain) (M-calpain)	c57	iso	0.121289	0.0101350536
O08529	Capn2	Calpain-2 catalytic subunit (EC 3.4.22.53) (80 kDa M-calpain subunit) (CALP80) (Calcium-activated neutral proteinase 2) (CANP 2) (Calpain M-type) (Calpain-2 large subunit) (Millimolar-calpain) (M-calpain)	cej	ctrl	0.120557	0.0403593372
O08529	Capn2	Calpain-2 catalytic subunit (EC 3.4.22.53) (80 kDa M-calpain subunit) (CALP80) (Calcium-activated neutral proteinase 2) (CANP 2) (Calpain M-type) (Calpain-2 large subunit) (Millimolar-calpain) (M-calpain)	cej	iso	0.156445	0.0211744932
O08529	Capn2	Calpain-2 catalytic subunit (EC 3.4.22.53) (80 kDa M-calpain subunit) (CALP80) (Calcium-activated neutral proteinase 2) (CANP 2) (Calpain M-type) (Calpain-2 large subunit) (Millimolar-calpain) (M-calpain)	dba	ctrl	0.111279	0.0156088128
O08529	Capn2	Calpain-2 catalytic subunit (EC 3.4.22.53) (80 kDa M-calpain subunit) (CALP80) (Calcium-activated neutral proteinase 2) (CANP 2) (Calpain M-type) (Calpain-2 large subunit) (Millimolar-calpain) (M-calpain)	dba	iso	0.2044185	0.0276897789
O08529	Capn2	Calpain-2 catalytic subunit (EC 3.4.22.53) (80 kDa M-calpain subunit) (CALP80) (Calcium-activated neutral proteinase 2) (CANP 2) (Calpain M-type) (Calpain-2 large subunit) (Millimolar-calpain) (M-calpain)	fvb	ctrl	0.1253785	0.014388633
O08529	Capn2	Calpain-2 catalytic subunit (EC 3.4.22.53) (80 kDa M-calpain subunit) (CALP80) (Calcium-activated neutral proteinase 2) (CANP 2) (Calpain M-type) (Calpain-2 large subunit) (Millimolar-calpain) (M-calpain)	fvb	iso	0.1144535	0.00805422450000001
O08532	Cacna2d1	Voltage-dependent calcium channel subunit alpha-2/delta-1 (Voltage-gated calcium channel subunit alpha-2/delta-1) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-1; Voltage-dependent calcium channel subunit delta-1]	aj	ctrl	0.09126	0
O08532	Cacna2d1	Voltage-dependent calcium channel subunit alpha-2/delta-1 (Voltage-gated calcium channel subunit alpha-2/delta-1) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-1; Voltage-dependent calcium channel subunit delta-1]	aj	iso	0.128369	0
O08532	Cacna2d1	Voltage-dependent calcium channel subunit alpha-2/delta-1 (Voltage-gated calcium channel subunit alpha-2/delta-1) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-1; Voltage-dependent calcium channel subunit delta-1]	balbc	ctrl	0.113232	0.0215377302
O08532	Cacna2d1	Voltage-dependent calcium channel subunit alpha-2/delta-1 (Voltage-gated calcium channel subunit alpha-2/delta-1) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-1; Voltage-dependent calcium channel subunit delta-1]	balbc	iso	0.156201	0
O08532	Cacna2d1	Voltage-dependent calcium channel subunit alpha-2/delta-1 (Voltage-gated calcium channel subunit alpha-2/delta-1) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-1; Voltage-dependent calcium channel subunit delta-1]	c57	iso	0.090588	0.0346579989
O08532	Cacna2d1	Voltage-dependent calcium channel subunit alpha-2/delta-1 (Voltage-gated calcium channel subunit alpha-2/delta-1) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-1; Voltage-dependent calcium channel subunit delta-1]	cej	ctrl	0.145215	0.023165625
O08532	Cacna2d1	Voltage-dependent calcium channel subunit alpha-2/delta-1 (Voltage-gated calcium channel subunit alpha-2/delta-1) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-1; Voltage-dependent calcium channel subunit delta-1]	cej	iso	0.135815	0.00235288620000001
O08532	Cacna2d1	Voltage-dependent calcium channel subunit alpha-2/delta-1 (Voltage-gated calcium channel subunit alpha-2/delta-1) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-1; Voltage-dependent calcium channel subunit delta-1]	dba	ctrl	15.7171145	23.1031860423
O08532	Cacna2d1	Voltage-dependent calcium channel subunit alpha-2/delta-1 (Voltage-gated calcium channel subunit alpha-2/delta-1) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-1; Voltage-dependent calcium channel subunit delta-1]	dba	iso	0.1302	0.05329947
O08532	Cacna2d1	Voltage-dependent calcium channel subunit alpha-2/delta-1 (Voltage-gated calcium channel subunit alpha-2/delta-1) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-1; Voltage-dependent calcium channel subunit delta-1]	fvb	ctrl	0.120557	0.028414029
O08532	Cacna2d1	Voltage-dependent calcium channel subunit alpha-2/delta-1 (Voltage-gated calcium channel subunit alpha-2/delta-1) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-1; Voltage-dependent calcium channel subunit delta-1]	fvb	iso	0.083447	0
O08547	Sec22b	Vesicle-trafficking protein SEC22b (ER-Golgi SNARE of 24 kDa) (ERS-24) (ERS24) (SEC22 vesicle-trafficking protein homolog B) (SEC22 vesicle-trafficking protein-like 1) (mSec22b)	aj	iso	0.143079	0.0462408114
O08547	Sec22b	Vesicle-trafficking protein SEC22b (ER-Golgi SNARE of 24 kDa) (ERS-24) (ERS24) (SEC22 vesicle-trafficking protein homolog B) (SEC22 vesicle-trafficking protein-like 1) (mSec22b)	balbc	iso	0.109082	0
O08547	Sec22b	Vesicle-trafficking protein SEC22b (ER-Golgi SNARE of 24 kDa) (ERS-24) (ERS24) (SEC22 vesicle-trafficking protein homolog B) (SEC22 vesicle-trafficking protein-like 1) (mSec22b)	c57	ctrl	0.188916	0.126324933
O08547	Sec22b	Vesicle-trafficking protein SEC22b (ER-Golgi SNARE of 24 kDa) (ERS-24) (ERS24) (SEC22 vesicle-trafficking protein homolog B) (SEC22 vesicle-trafficking protein-like 1) (mSec22b)	c57	iso	0.153027	0
O08547	Sec22b	Vesicle-trafficking protein SEC22b (ER-Golgi SNARE of 24 kDa) (ERS-24) (ERS24) (SEC22 vesicle-trafficking protein homolog B) (SEC22 vesicle-trafficking protein-like 1) (mSec22b)	cej	ctrl	0.1594975	0.0939293817
O08547	Sec22b	Vesicle-trafficking protein SEC22b (ER-Golgi SNARE of 24 kDa) (ERS-24) (ERS24) (SEC22 vesicle-trafficking protein homolog B) (SEC22 vesicle-trafficking protein-like 1) (mSec22b)	cej	iso	0.162549	0
O08547	Sec22b	Vesicle-trafficking protein SEC22b (ER-Golgi SNARE of 24 kDa) (ERS-24) (ERS24) (SEC22 vesicle-trafficking protein homolog B) (SEC22 vesicle-trafficking protein-like 1) (mSec22b)	dba	ctrl	0.1081055	0.015745212
O08547	Sec22b	Vesicle-trafficking protein SEC22b (ER-Golgi SNARE of 24 kDa) (ERS-24) (ERS24) (SEC22 vesicle-trafficking protein homolog B) (SEC22 vesicle-trafficking protein-like 1) (mSec22b)	dba	iso	0.175366	0.0646102254
O08547	Sec22b	Vesicle-trafficking protein SEC22b (ER-Golgi SNARE of 24 kDa) (ERS-24) (ERS24) (SEC22 vesicle-trafficking protein homolog B) (SEC22 vesicle-trafficking protein-like 1) (mSec22b)	fvb	ctrl	0.125806	0
O08547	Sec22b	Vesicle-trafficking protein SEC22b (ER-Golgi SNARE of 24 kDa) (ERS-24) (ERS24) (SEC22 vesicle-trafficking protein homolog B) (SEC22 vesicle-trafficking protein-like 1) (mSec22b)	fvb	iso	0.156079	0
O08553	Dpysl2	Dihydropyrimidinase-related protein 2 (DRP-2) (Unc-33-like phosphoprotein 2) (ULIP-2)	aj	ctrl	0.104199	0.0034381494
O08553	Dpysl2	Dihydropyrimidinase-related protein 2 (DRP-2) (Unc-33-like phosphoprotein 2) (ULIP-2)	aj	iso	0.1349	0.0163790235
O08553	Dpysl2	Dihydropyrimidinase-related protein 2 (DRP-2) (Unc-33-like phosphoprotein 2) (ULIP-2)	balbc	ctrl	0.094769	0.0170120937
O08553	Dpysl2	Dihydropyrimidinase-related protein 2 (DRP-2) (Unc-33-like phosphoprotein 2) (ULIP-2)	balbc	iso	0.141858	0.0169223964
O08553	Dpysl2	Dihydropyrimidinase-related protein 2 (DRP-2) (Unc-33-like phosphoprotein 2) (ULIP-2)	c57	ctrl	0.11189	0.0110394396
O08553	Dpysl2	Dihydropyrimidinase-related protein 2 (DRP-2) (Unc-33-like phosphoprotein 2) (ULIP-2)	c57	iso	0.1273315	0.0267853929
O08553	Dpysl2	Dihydropyrimidinase-related protein 2 (DRP-2) (Unc-33-like phosphoprotein 2) (ULIP-2)	cej	ctrl	0.104474	0.010496808
O08553	Dpysl2	Dihydropyrimidinase-related protein 2 (DRP-2) (Unc-33-like phosphoprotein 2) (ULIP-2)	cej	iso	0.14314	0.0155643348
O08553	Dpysl2	Dihydropyrimidinase-related protein 2 (DRP-2) (Unc-33-like phosphoprotein 2) (ULIP-2)	dba	ctrl	0.1188475	0.0180980982
O08553	Dpysl2	Dihydropyrimidinase-related protein 2 (DRP-2) (Unc-33-like phosphoprotein 2) (ULIP-2)	dba	iso	0.1599855	0.0249758796
O08553	Dpysl2	Dihydropyrimidinase-related protein 2 (DRP-2) (Unc-33-like phosphoprotein 2) (ULIP-2)	fvb	ctrl	0.096509	0.0247942611
